epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,31.8755,0.92636,3.06263,1.34442,0.01396,0.95227,0.27698,0.16583,0.51035,2.91203,0.95118,6.668e-05,6.668e-05,6.668e-05
